un_stem list,total numbers
['expensive restaurant'],5
['sleepwalking'],5
"[""coup d'etat""]",5
['maya civilization'],5
['cynic'],5
"[""sorcerer's apprentice""]",5
['high society'],5
['suspect'],5
['farmer'],5
['business man'],5
['horror spoof'],5
['brain tumor'],5
['press conference'],5
['black hole'],5
['stolen money'],5
['ouija board'],5
"['delinquency', 'delinquent']",5
"['modeling', 'model', 'models']",5
['gun in mouth'],5
['israel'],5
['hairdresser'],5
['scholarship'],5
['evolution'],5
['gun battle'],5
['sorcery'],5
['spectacle'],5
['siege'],5
['diving'],5
['blind date'],5
['cage'],5
"['garden', 'gardener']",5
['starfleet'],5
"['fetish', 'fetishism']",5
['stand-up comedy'],5
['ball'],5
['one against many'],5
['giant monster'],5
['bangkok'],5
['pimp'],5
['middle-earth (tolkien)'],5
['humor'],5
['groupie'],5
['porn actor'],5
['lsd'],5
['hacking'],5
['sunlight'],5
['zoo'],5
['super computer'],5
['chicken'],5
['anti-christ'],5
['luxury'],5
['21st century'],5
['prague'],5
['epilepsy'],5
['duke'],5
['prime minister'],5
['shield'],5
['electric chair'],5
['hobbit'],5
['attic'],5
['seattle'],5
['blindness and impaired vision'],5
['show business'],5
['war against terror'],5
['diamant'],5
['theatre play'],5
['family holiday'],5
['inheritance'],5
['catholic priest'],5
['fascism'],5
['beguilement'],5
['envy'],5
['chef'],5
['socially deprived family'],5
['romantic drama'],5
['limousine'],5
['boxing match'],5
['alternate history'],5
['killer toys'],5
['christian film'],5
['evil corporation'],5
['sexism'],5
['american dream'],5
['writing'],5
['racehorse'],5
['genetic engineering'],5
['irland'],5
['prequel'],5
['wild west'],5
['young love'],5
['clerk'],5
['destruction'],5
['alternate reality'],5
['vulcan'],5
['swat team'],5
"['new age', 'new ager']",5
['swastika'],5
['body horror'],5
['earthquake'],5
['anti semitism'],5
['melancholy'],5
['loss of sister'],5
"['gypsy', 'gypsies']",5
['sunrise'],5
['strong woman'],5
['orgasm'],5
['tragic hero'],5
['brazilian'],5
['secret lab'],5
['dying'],5
['slum'],5
['hostage drama'],5
['pyramid'],5
['stroke of fate'],5
['predator'],5
['europe'],5
['french'],5
['sexual identity'],5
['secretary'],5
['playwright'],5
['good and bad'],5
['sex scene'],5
['cruelty'],5
['silencer'],5
['sandstorm'],5
['storm at sea'],5
['jazz musician'],5
['teenage boy'],5
['theatre group'],5
['mathematician'],5
['stabbing'],5
['british army'],5
['department store'],5
['mind and soul'],5
['based on film'],5
['burned alive'],5
['twenty something'],5
['medallion'],5
['spin off'],5
['laser gun'],5
['jack ryan'],5
['cross dressing'],5
['voice over'],5
"[""life's dream""]",5
['prehistoric adventure'],5
['warehouse'],5
['miner'],5
"['coal mine', 'coal mining']",5
['security camera'],5
['heartbreak'],5
['school party'],5
['distrust'],5
"['code', 'coding']",5
['michael myers'],5
['ku klux klan'],5
['sports car'],5
['moses'],5
['bittersweet'],5
['cgi'],5
['teenage pregnancy'],5
['great white shark'],5
['jamaica'],5
['ecstasy'],5
['first love'],5
['suburbia'],5
['slave'],5
['tourist'],5
['comet'],5
['deportation'],5
['swashbuckler'],5
['grizzly bear'],5
['war ship'],5
['sea monster'],5
['little girl'],5
['guard'],5
['dark fantasy'],5
['runaway'],5
['class society'],5
['scuba'],5
['invasion'],5
['mobile phone'],5
['tornado'],5
['congress'],5
['hologram'],5
['empowerment'],5
['true'],5
['grave'],5
['sunglasses'],5
['sailor'],5
['jewish'],5
['aggression by animal'],5
['car bomb'],5
['plague'],5
['transvestism'],5
"['hunted', 'hunt', 'hunting']",5
['minions'],5
['deja vu'],5
['ice'],5
['superhero team'],5
['pop culture'],5
['escaped convict'],5
"['imprisoned', 'imprisonment']",5
['sin'],5
['korea'],5
['snow white'],5
['balloon'],5
['night life'],5
['science fiction'],5
['diamond'],5
['misogynist'],5
['music record'],5
"['aborigine', 'aboriginal']",5
['brazil'],5
['brooklyn new york city'],5
['naivety'],5
['audition'],5
['in the closet'],5
['free love'],5
['platonic love'],5
"['bat', 'bats']",4
['promise'],4
['robber'],4
['advancement'],4
['prehistoric creature'],4
['mossad'],4
['playground'],4
['village and town'],4
['cheating wife'],4
['detroit michigan'],4
['capture'],4
['riot'],4
"['park', 'parking']",4
['booby trap'],4
['amsterdam'],4
['sergeant'],4
['nelson mandela'],4
['protection'],4
['fanatic'],4
['east india trading company'],4
['harassment'],4
['striptease'],4
['alien contact'],4
['fashion designer'],4
['buddhist monk'],4
['clumsy fellow'],4
['rampage'],4
['ancient china'],4
['denmark'],4
['bad mother-in-law'],4
['luck'],4
['karaoke'],4
['identity crisis'],4
['one man army'],4
"['jock', 'jocks']",4
['alcatraz'],4
['mexican american'],4
['boat chase'],4
['loss of sense of reality'],4
['new zealand'],4
['pearl harbor'],4
['babysitter'],4
['totalitarian regime'],4
['farmhouse'],4
['moral dilemma'],4
['praise'],4
"['daydream', 'daydreaming']",4
['biological weapon'],4
['magazine'],4
"['strange', 'strangeness']",4
['birth'],4
['leather jacket'],4
['quest'],4
['framed for murder'],4
['hostage situation'],4
['philadelphia'],4
['disorder'],4
['bureaucracy'],4
['tsunami'],4
['colonel'],4
"['fairies', 'fairy']",4
['adolf hitler'],4
['chipmunk'],4
['survival horror'],4
['beach house'],4
['golf'],4
['holy grail'],4
['school performance'],4
['mexico city'],4
['jurassic park'],4
['race politics'],4
['mexican'],4
['custody battle'],4
['computer hacker'],4
['extraterrestrial'],4
['paraplegic'],4
['san diego'],4
['unwillingly pregnant'],4
['dea agent'],4
['beverly hills'],4
['machete'],4
['alien infection'],4
['war in afghanistan'],4
['elephant'],4
['talking to animals'],4
['persia'],4
"['documentary filmmaker', 'documentary filmmaking']",4
"[""child's point of view""]",4
['alternate dimension'],4
['necronomicon'],4
['deceived wife'],4
['psychopathic killer'],4
['difficult childhood'],4
['patriarch'],4
['reality tv'],4
['computer program'],4
['embassy'],4
['dark past'],4
['social satire'],4
['preacher'],4
"['sleep', 'sleeping']",4
['menace'],4
['crucifixion'],4
['pakistan'],4
"['responsability', 'responsibility']",4
['pope'],4
['misanthrope'],4
['revelation'],4
['pianist'],4
['mansion'],4
['victim of murder'],4
['national security agency (nsa)'],4
['cryogenics'],4
['recording contract'],4
['urination'],4
['reality'],4
['special forces'],4
['spanner'],4
['handcuffs'],4
"['homesick', 'homesickness']",4
['breakdance'],4
['miniseries'],4
['strange person'],4
['advice'],4
['terror cell'],4
['transsexuality'],4
['fatherhood'],4
['broker'],4
['fighter pilot'],4
['teen angst'],4
['nuclear weapons'],4
['blow job'],4
['adaptation'],4
['document'],4
['shooting'],4
['pot smoking'],4
['inanimate objects coming to life'],4
['russian mafia'],4
['church service'],4
['bad luck'],4
['street war'],4
['salesman'],4
['stolen painting'],4
['denunciation'],4
['sperm'],4
['samurai'],4
['disease'],4
['broadway'],4
['deal'],4
['blade'],4
['framed'],4
['fort'],4
['chain saw'],4
['barbarian'],4
['netherlands'],4
['sweden'],4
['janitor'],4
['gossip'],4
['meeting'],4
['indian territory'],4
['stewardess'],4
"['vulgarity', 'vulgar']",4
['dark hero'],4
['high school reunion'],4
['battle assignment'],4
['blackout'],4
['activist'],4
['northern ireland'],4
['langley virginia'],4
['federation'],4
['tennessee'],4
['malibu'],4
['editor-in-chief'],4
['strike'],4
['brawl'],4
['blog'],4
['master thief'],4
['anonymity'],4
['pain'],4
['vault'],4
['binoculars'],4
['heroism'],4
['rural'],4
['anti terror'],4
['based on cartoon'],4
['dormitory'],4
['train crash'],4
['moving'],4
['reconciliation'],4
['propaganda'],4
"['relativity', 'relatives']",4
"['musketeer', 'musket']",4
['argument'],4
['sorcerer'],4
['flat'],4
['deserted island'],4
['bad boss'],4
"['shop', 'shopping']",4
['petrol'],4
['sacrifice'],4
['nobility'],4
['puppy'],4
['redneck'],4
['uprising'],4
"['rancher', 'ranchers']",4
['cartoon'],4
['chance'],4
['overdose'],4
['injection'],4
['fall'],4
['tribe'],4
['based on short story'],4
['human subjugation'],4
"['symbol', 'symbolism']",4
['immigration law'],4
['hangover'],4
['atlantic ocean'],4
['tap dancing'],4
['tropical island'],4
['1910s'],4
['flower shop'],4
['music video'],4
['website'],4
['webcam'],4
"['filmmaking', 'filmmaker']",4
['jedi'],4
['hitchcockian'],4
['district attorney'],4
['sperm bank'],4
['dysfunctional marriage'],4
['zeus'],4
['false history'],4
['pornographic video'],4
['insult'],4
['politically incorrect'],4
['eccentric'],4
['twin sister'],4
"['eye', 'eyes']",4
"[""children's book""]",4
['bowling'],4
['ancient egypt'],4
['assault rifle'],4
['loss of friend'],4
['gnosticism'],4
['jail guard'],4
['crime family'],4
"['totalitarian', 'totalitarianism']",4
['war correspondent'],4
['stealing'],4
['temple'],4
['car set on fire'],4
"['gambling debts', 'gambling debt']",4
"['chains', 'chain', 'chained']",4
['financial crisis'],4
['finances'],4
['music instrument'],4
['con'],4
['night'],4
['wrongful arrest'],4
['u.s. congress'],4
['martian'],4
"['rose', 'roses']",4
['stock broker'],4
['trouble'],4
['surveillance camera'],4
['zebra'],4
['exploding building'],4
['greed'],4
['drug humor'],4
['invulnerability'],4
['penalty'],4
['death star'],4
['special unit'],4
['adoptive father'],4
['barcelona spain'],4
['crash'],4
['underground world'],4
['roman'],4
['parole'],4
"['mountain climber', 'mountain climbing']",4
"['environmentalism', 'environmental']",4
['trucker'],4
['stock market'],4
['james bond spoof'],4
['panzer'],4
['disaster film'],4
['civil rights'],4
['team'],4
['pizza'],4
['music teacher'],4
['exercise'],4
['manipulation of the media'],4
['blast'],4
['father murder'],4
['contract killer'],4
['card game'],4
['harvard university'],4
['suitcase'],4
['family secrets'],4
['blizzard'],4
"['compass', 'compassion']",4
['home'],4
['australian outback'],4
['wildlife'],4
['prison guard'],4
['prehistoric man'],4
['gift'],4
['extortion'],4
['night shift'],4
['return'],4
['threat'],4
['flying car'],4
"['intelligence agency', 'intelligence agent']",4
['dominatrix'],4
['mockery'],4
['sewer'],4
['wyoming'],4
['volcanic eruption'],4
['art thief'],4
['crying'],4
"['market', 'marketing']",4
['game show'],4
['bomber'],4
['guru'],4
['money laundering'],4
['banker'],4
['leap in time'],4
['make a match'],4
['pregnant wife'],4
['catastrophe'],4
['pretty woman'],4
['desire'],4
['shot in the shoulder'],4
['cowardice'],4
['gothic'],4
['scar'],4
['support'],4
['budapest'],4
['buddhism'],4
['affair'],4
['housewife'],4
['lethal virus'],4
['rescue team'],4
['world champion'],4
['drag'],4
['chocolate'],4
['based on fairy tale'],4
['sniper rifle'],4
['lightning'],4
['summer vacation'],4
"[""leaving one's family""]",4
['pandemic'],4
['boredom'],4
['holocaust'],4
['bdsm'],4
"['text messaging', 'text message']",4
"['paranormal investigation', 'paranormal investigator']",4
['impersonation'],4
['panda'],4
"['blue', 'blues']",4
['north pole'],4
"['skinheads', 'skinhead']",4
['trailer park'],4
['vienna'],4
['husband'],4
['cohabitant'],4
['peru'],4
['indiana jones'],4
['hurricane'],4
['unfaithfulness'],4
['sexual humor'],4
['carnival'],4
['climate change'],4
['jewry'],4
['medical research'],4
['journey round the world'],4
['national socialism'],4
['ice age'],4
['country life'],4
['islam'],4
['hood'],4
['video camera'],4
['fictitious marriage'],4
['nypd'],4
['factory worker'],4
['punk band'],4
['product placement'],4
['tragic love'],4
['paparazzi'],4
['dialogue'],4
['city'],4
['crab'],4
['indiana'],4
['fake identity'],4
['utopia'],4
['prejudice'],4
['private investigator'],4
['robin hood'],4
['euthanasia'],4
['ghost world'],4
['human sacrifice'],4
['epidemic'],4
['juvenile delinquent'],4
['orchestra'],4
['stunts'],4
['erotic movie'],4
['john f. kennedy'],4
['doll'],4
['notebook'],4
['love and romance'],4
['trick or treating'],4
['girl'],4
['hunger'],4
['train station'],4
['cargo ship'],4
['childhood friends'],4
['provence'],4
['oregon'],4
['pub'],4
['blacksmith'],4
['rejection'],4
['alone'],4
['arctic'],4
['physical abuse'],4
"['freezing', 'freeze']",4
"['heal', 'healing']",4
['corrupt cop'],4
['ant'],4
['steam locomotive'],4
['scarecrow'],4
['wager'],4
['held captive'],4
['medieval'],4
['sadomasochism'],4
['based on article'],4
['loner'],4
['heterosexual'],3
['spaceman'],3
['arab'],3
['medical examiner'],3
['hiking'],3
['christmas carol'],3
['deceived husband'],3
['western'],3
['central and south america'],3
['scrooge'],3
['north carolina'],3
['wallet'],3
['television producer'],3
['colorado'],3
['criminal mastermind'],3
['evil stepmother'],3
['changing the past or future'],3
['man child'],3
['female vampire'],3
['tv star'],3
['vampire slayer'],3
['lottery'],3
['saudi arabia'],3
['child labour'],3
['freedom fighter'],3
['dogfight'],3
['imagination'],3
['political activism'],3
['warlock'],3
['female assassin'],3
['railroad'],3
['death of wife'],3
['voice'],3
['internet chat'],3
['ex-husband ex-wife relationship'],3
['mourning'],3
['stuffed animal'],3
['speech'],3
['cia agent'],3
['liberation of hostage'],3
['recovering drug addict'],3
['yoga'],3
['hybrid'],3
['assignment'],3
['worker'],3
['tv news'],3
['caper'],3
['military officer'],3
['kindergarten'],3
"['human', 'humanity']",3
['reality show'],3
['baby-snatching'],3
['just married'],3
['media'],3
['adversary'],3
['hanging'],3
['armored car'],3
['nuclear power plant'],3
['disembowelment'],3
['flamethrower'],3
['band'],3
['business start-up'],3
['modern society'],3
['body exchange'],3
['heroic mission'],3
['art theft'],3
['informant'],3
['major'],3
['alien phenomenons'],3
['leukemia'],3
['medium'],3
['head injury'],3
['vlad'],3
['daily life'],3
['career woman'],3
['tibet'],3
['nuclear radiation'],3
['runner'],3
['chauffeur'],3
['big family'],3
['videotape'],3
['gang rape'],3
['niece'],3
['route 66'],3
['rebellious daughter'],3
['coast guard'],3
['stagecoach'],3
['archery'],3
['library'],3
"['donuts', 'donut']",3
['cello'],3
['julius caesar'],3
['normandy'],3
['american flag'],3
['pollution'],3
['street race'],3
['overweight man'],3
['belgium'],3
['hatred'],3
['nose'],3
['advertising executive'],3
['in love with enemy'],3
['animal protection'],3
['death row'],3
['clock'],3
['plot twist'],3
['tomboy'],3
"['nation', 'nationalism']",3
['rugby'],3
['multiple identities'],3
['dancing scene'],3
['enchantment'],3
['thriller'],3
['wife murder'],3
['search party'],3
['mentally handicapped man'],3
['homicide detective'],3
['awkwardness'],3
['cambodia'],3
"['buddy', 'buddies']",3
['hiding'],3
['racing car'],3
['warhead'],3
['disco'],3
['anti-communism'],3
['kangaroo'],3
['scooter'],3
['pact with the devil'],3
['overprotective father'],3
['mascot'],3
['racial slur'],3
['killer doll'],3
['pop music'],3
['little people'],3
['grocery store'],3
['fake documentary'],3
['monte carlo'],3
['16th century'],3
['grandfather granddaughter relationship'],3
['neo-western'],3
"['bathing', 'bath']",3
['teen drama'],3
['chief'],3
['compulsive gambling'],3
['brother-in-law'],3
['alternative reality'],3
['minnesota'],3
['lecture'],3
"['classmate', 'classmates']",3
['police raid'],3
"['fingerprints', 'fingerprinting']",3
['opera'],3
['refugee'],3
['employer employee relationship'],3
['pet shop'],3
['missing daughter'],3
['apostle'],3
['boyfriend girlfriend relationship'],3
['bourgeoisie'],3
['rumor'],3
['billy the kid'],3
['feel-good ending'],3
['time bomb'],3
['poet'],3
['gambler'],3
['toronto'],3
['one day'],3
"['conservative', 'conservation']",3
['villainess'],3
['talk show'],3
['paternity'],3
['condom'],3
['kansas'],3
['person on fire'],3
['lingerie'],3
['batman'],3
['tech noir'],3
['ceremony'],3
['ex-boyfriend'],3
['swearing'],3
"['allied', 'allies']",3
['teaching'],3
['animal sidekick'],3
"['recording', 'record']",3
['richard nixon'],3
['billard'],3
['porn actress'],3
['irish'],3
['farm worker'],3
['composer'],3
['phone sex'],3
['aunt'],3
['wisconsin'],3
['wedding dress'],3
['looking for  birth parents'],3
['ozploitation'],3
['drug crime'],3
"['shadowing', 'shadow']",3
['guantanamo bay'],3
['suspicion of murder'],3
"['cliff', 'cliffs']",3
['benito mussolini'],3
['wine garden'],3
['gross out comedy'],3
['butler'],3
['diet'],3
['gymnasium'],3
['cult classic'],3
['eclipse'],3
['plants'],3
['cabin in the woods'],3
['insurance salesman'],3
['rabbit'],3
['contest'],3
['uss enterprise-a'],3
['anonymous letter'],3
['midnight'],3
['german shepherd'],3
['disgust'],3
['downsizing'],3
['tears'],3
['dementia'],3
"['shenanigan', 'shenanigans']",3
['grandmother granddaughter relationship'],3
['loan shark'],3
['macabre'],3
['black humor'],3
['mail order bride'],3
['murder investigation'],3
['telecaster'],3
['catholic church'],3
['holy water'],3
['charity'],3
['police investigation'],3
['funeral home'],3
['waiter'],3
['gondola'],3
['siblings relations'],3
['absurdism'],3
['college student'],3
['family clan'],3
['convenience store'],3
['mall'],3
['evil mother'],3
['arizona'],3
['cross'],3
['crucifix'],3
['pill'],3
['young woman'],3
['nonlinear timeline'],3
['disc jockey'],3
['menage a trois'],3
['alligator'],3
['judaism'],3
['smoking marijuana'],3
"['exhibition', 'exhibit']",3
['bar fight'],3
['lunatic asylum'],3
['pizzeria'],3
['punishment'],3
['telescope'],3
['blaxploitation'],3
['dysfunctional'],3
"['skepticism', 'skeptic']",3
['fraternity house'],3
['jewish life'],3
['wales'],3
['biology'],3
['hidden identity'],3
['brain'],3
['track and field'],3
['clock tower'],3
['machine'],3
['meta film'],3
['modern fairy tale'],3
['interpreter'],3
['held at gunpoint'],3
['warrior woman'],3
['gallows'],3
['surfing'],3
['election'],3
['leatherface'],3
['ghost ship'],3
['global warming'],3
['person running amok'],3
['dance teacher'],3
['virtual fight'],3
['gallery'],3
['french revolution'],3
['aspiring singer'],3
['dude'],3
['carpet'],3
['parent child relationship'],3
['thirty something'],3
['reincarnation'],3
['seance'],3
['utah'],3
['mixed martial arts'],3
['union'],3
['delirium'],3
['decision'],3
['bathtub'],3
['imperial japan'],3
['evil doll'],3
['choir'],3
['mutilation'],3
['tension'],3
['mechanic'],3
['gay lead character'],3
['housekeeper'],3
['hit and run'],3
['caretaker'],3
['scissors'],3
['tv movie'],3
['working class'],3
['police chief'],3
['marine'],3
['new french extremism'],3
"['club', 'clubbing']",3
['love affair'],3
['perfection'],3
['power relations'],3
['bronx'],3
['oxford'],3
['foster parents'],3
['mahatma gandhi'],3
['hinduism'],3
['iowa'],3
['british empire'],3
['ohio'],3
['internal affairs'],3
['mentor protégé relationship'],3
['dc extended universe'],3
['crooked lawyer'],3
['tony stark'],3
['famous score'],3
['fashion model'],3
['attempted rape'],3
['reluctant hero'],3
['heart'],3
['military service'],3
['rich'],3
['mannequin'],3
['electric shock'],3
['roller coaster'],3
['family reunion'],3
['satanic cult'],3
['ghost town'],3
['creature'],3
['suffering'],3
['fog'],3
['psychotronic'],3
['poem'],3
['victory'],3
['transgender'],3
['strategy'],3
['moderator'],3
['premarital sex'],3
['theme park'],3
['telephone'],3
['coronation'],3
['filmed killing'],3
['lesbian interest'],3
['generations confilct'],3
['bars and restaurants'],3
['autoritian education'],3
['dark secrets'],3
['machine gun'],3
['cholo'],3
['gang member'],3
['safari'],3
['beauty contest'],3
['velociraptor'],3
['bag over head'],3
['1990s'],3
['taser'],3
['step mother'],3
['little red riding hood'],3
['bedroom'],3
['stetson'],3
['saloon'],3
['bunker'],3
['makeover'],3
['numbers'],3
['financial transactions'],3
['sondheim'],3
['teddy bear'],3
['missing'],3
['championship'],3
['freak'],3
['manhunt'],3
['teenage daughter'],3
['new mexican cinema'],3
['rottweiler'],3
['shaolin'],3
['night vision goggles'],3
['movie studio'],3
['employee'],3
['beast'],3
"['homelessness', 'homeless']",3
['personification'],3
['battle for power'],3
['mysterious past'],3
['supernatural ability'],3
['spaghetti western'],3
"['shrimping', 'shrimp']",3
['speed'],3
['ethics'],3
['temptation'],3
['disfigured face'],3
['union soldier'],3
['confederate soldier'],3
['the muppets'],3
['mustache'],3
['artifact'],3
['the force'],3
['body-swap'],3
['change'],3
['pacific island'],3
"['commander', 'command', 'commandant']",3
"[""valentine's day""]",3
['valentine'],3
['ex-boyfriend ex-girlfriend relationship'],3
['tour guide'],3
['area 51'],3
['raid'],3
['car dealer'],3
['exploitation'],3
"['pacific', 'pacifism']",3
['aristocrat'],3
['illusion'],3
['razor blade'],3
['professor for literature'],3
['adopted child'],3
['locker room'],3
['jihad'],3
['death of a child'],3
['abusive husband'],3
['swimming'],3
['superstition'],3
['hot tub'],3
['midnight movie'],3
['wedding reception'],3
['police everyday life'],3
['polaroid'],3
['gym'],3
['miscarriage'],3
['drifter'],3
['violence against women'],3
['pigeon'],3
['alzheimer'],3
['population control'],3
['hijacking of train'],3
['industry'],3
['boss'],3
['sexual fantasy'],3
['teen spy'],3
['remake of french film'],3
['narnia'],3
['silver'],3
['bias'],3
['elevator'],3
['fictional war'],3
['bondage'],3
['peeping tom'],3
['royal family'],3
['jesse james'],3
['cult favorite'],3
['lightsaber'],3
['death of lover'],3
['obedience'],3
['shelter'],3
['times square'],3
['porno star'],3
['classical music'],3
['klingon'],3
"['engaged', 'engagement']",3
['artificial insemination'],3
['church choir'],3
['poltergeist'],3
['iran'],3
['video store'],3
['bridegroom'],3
['bathroom humor'],3
['child murderer'],3
['texas ranger'],3
['dublin'],3
['hiv'],3
['tv reporter'],3
['breast'],3
['racial tension'],3
['screenplay'],3
['spanking'],3
"['perversion', 'perversity']",3
['drug mule'],3
['delorean'],3
['sailboat'],3
['ethnic stereotype'],3
['indigenous'],3
['north korea'],3
['telephone call'],3
['fictional government agency'],3
['urban legend'],3
['ocean liner'],3
['marshal'],3
['satanic ritual'],3
['asia'],3
['teacher student relationship'],3
['phantom'],3
['producer'],3
['gay man'],3
['socialite'],3
['arrogance'],3
['embezzlement'],3
['film business'],3
['sled dogs'],3
['school life'],3
['campus'],3
['death by accident'],3
['joint'],3
['alps'],3
['cure'],3
['serum'],3
['masked vigilante'],3
['pipeline'],3
['hit by a car'],3
['sex tape'],3
['napoleon bonaparte'],3
['dancing master'],3
['archer'],3
['stress'],3
['bow and arrow'],3
"['attractiveness', 'attraction']",3
['record label'],3
['bus ride'],3
['lordship'],3
['black men'],3
"[""ladies' man""]",3
['audio tape'],3
['candy'],3
['auto-tuning'],3
['curiosity'],3
['katana'],3
['self esteem'],3
['virginia'],3
['semi autobiographical'],3
['cinema'],3
['climate'],3
['rainstorm'],3
['loss of job'],3
['squirrel'],3
['antarctic'],3
['moral ambiguity'],3
"['news report', 'news reporter']",3
['alien abduction'],3
['space suit'],3
['action'],3
['evil witch'],3
['cockroach'],3
['florida keys'],3
['tied up'],3
['trapped in space'],3
['lava'],3
['pinocchio'],3
['golden gate bridge'],3
['terrorist plot'],3
['paleontology'],3
['advertising expert'],3
['interpol'],3
"['shaman', 'shamanism']",3
['estate agent'],3
['death of husband'],3
['hammer'],3
['rise and fall'],3
['portal'],3
['animal lead'],3
['falcon'],3
['support group'],3
['gladiator'],3
['research laboratory'],3
['kenia'],3
['new england'],3
['central park'],3
['stakeout'],3
['romulans'],3
['news broadcast'],3
['social commentary'],3
['countdown'],3
['missing child'],3
['teen superheroes'],3
['dismemberment'],3
['talking pig'],3
['special car'],3
['broken engagement'],3
['pokies'],3
['terrier'],3
['medal'],3
['rio de janeiro'],3
['stand-up comedian'],3
['tv show in film'],3
['entrapment'],3
['conciliation'],3
['giant snake'],3
"['dead parents', 'dead parent']",3
['garbage'],3
['greek mythology'],3
['self-fulfilling prophecy'],3
['men'],3
['car explosion'],3
['the white house'],3
['alien attack'],3
['science experiment'],3
"[""alzheimer's disease""]",3
['taskmaster'],3
['heaven'],3
['fool'],3
['teamwork'],3
['lapd'],3
['collector'],3
['ticket'],3
['metropolis'],3
['spear'],3
"['ugliness', 'ugly']",3
['woman in jeopardy'],3
['father son conflict'],3
['abuse'],3
['odd couple'],3
['cattle drive'],3
['world religion'],3
['weather'],3
['police car'],3
['supermodel'],3
['kaiju'],3
['beard'],3
['u.s. air force'],3
['buried alive'],3
['goblin'],3
['mythical creature'],3
['city ruin'],3
['nevada'],3
['lasergun'],3
['wisecrack humor'],3
['film industry'],3
['campaign'],3
['enemy'],3
['energy supply'],3
['racist'],3
['godzilla'],3
['time paradox'],3
['heart-throb'],3
['madagascar'],3
['kuwait'],3
['treason'],3
['rogue'],3
['convoy'],3
"['carjacking', 'carjacker']",3
['broken neck'],3
['rogue agent'],3
['courthouse'],3
['unconsciousness'],3
['viagra'],3
['canoe'],3
['sense of guilt'],3
['massachusetts'],3
['israeli'],3
['assassination attempt'],3
"['scalp', 'scalping']",3
['lawsuit'],3
['threat to death'],3
['postman'],3
['dean'],3
['wild boar'],3
['alter ego'],3
['norse mythology'],3
['prodigy'],3
['night watchman'],3
['piglet'],3
['genocide in rwanda'],3
['subconsciousness'],3
['missionary'],3
['peter pan'],3
['chimpanzee'],3
['inspector'],3
['master villain'],3
['online dating'],3
"[""devil's son""]",3
['passport'],3
['tennis'],3
['traffic jam'],3
['bullet wound'],3
['overweight child'],3
['future war'],3
['revolt'],3
['pickpocket'],3
['class prejudice'],3
['cruise'],3
['volleyball'],3
['samurai sword'],3
['irish-american'],3
['giant wave'],3
"['parrots', 'parrot']",3
"['part animation', 'part animated']",3
['secret service agent'],3
['bunny'],3
['convertible'],3
['aunt niece relationship'],3
['japanese army'],3
['exploding house'],3
"['swing', 'swinging']",3
['talking'],3
['quantum mechanics'],3
['baseball bat'],3
['overweight'],3
['wolfman'],3
['mummy'],3
['17th century'],3
['nuclear threat'],3
['green'],3
['refugee camp'],3
['wave'],3
['ultimatum'],3
['dollar'],3
['surfboard'],3
['veterinarian'],3
['imaginary'],3
['baltimore maryland'],3
['shanghai'],3
['ogre'],3
['con artist'],3
['antarctica'],3
['hindu'],3
['pentagon'],3
['window'],3
['order of the templars'],3
['sea battle'],3
['istanbul'],3
['golden gun'],3
['eastern europe'],3
['cockney accent'],3
['covered investigation'],3
['ex husband'],3
['homeland'],3
['pentagram'],3
['conspiracy theory'],3
"['negotiation', 'negotiator']",3
['recording studio'],3
['teenage love'],3
['overweight woman'],3
['mormon'],3
['safecracker'],3
['wormhole'],3
['oklahoma'],3
['tea'],3
"['stage', 'staging']",3
"['recruiting', 'recruitment', 'recruit']",3
['heist movie'],3
['based on comic strip'],3
['comeback'],3
['botanist'],3
['famine'],3
['mischief'],3
['cat and mouse'],3
['boy genius'],3
['night club'],3
['another dimension'],3
['amazon'],3
['psychiatric hospital'],3
['folk hero'],3
['legs'],3
['deer'],3
['violin'],3
['wuxia'],3
['fire engine'],3
['narcotics cop'],3
['forcefield'],2
['u.s. embassy'],2
['group'],2
['morocco'],2
['classified'],2
['albanian'],2
['archeologist'],2
['commitment'],2
['river boat'],2
['studio'],2
['west virginia'],2
['woodstock'],2
['neurotic'],2
['catwoman'],2
['stealing a car'],2
['turkey'],2
['dead soldier'],2
['nostalgic'],2
['marseille'],2
"['iceland', 'icelandic']",2
['fired from the job'],2
['opera singer'],2
['english'],2
['interracial marriage'],2
['pot'],2
['barrio'],2
['fantastic four'],2
['oil tycoon'],2
['greenhouse effect'],2
['twister'],2
['dogsitter'],2
['in vitro fertilisation'],2
['ira'],2
['hypodermic needle'],2
['bucket list'],2
['estranged father'],2
['diva'],2
['microscope'],2
['sense of life'],2
['parenthood'],2
['little brother'],2
['santa hat'],2
['principal witness '],2
['high school teacher'],2
['master warrior'],2
['duty'],2
['alexander the great'],2
['garage sale'],2
['ancient astronaut'],2
['social experiment'],2
['apple'],2
['defense'],2
['last supper'],2
['play'],2
['metal detector'],2
['confederate'],2
['watergate scandal'],2
['modern day adaptation'],2
['one armed man'],2
['rich snob'],2
['juvenile prison'],2
['childhood sexual abuse'],2
['wrong accusal'],2
['campfire'],2
['social worker'],2
['ex-lover'],2
['longing'],2
['bankrupt'],2
['severed head'],2
['chaos theory'],2
['conscience'],2
['rocket'],2
['auto accident'],2
['eiffel tower paris'],2
"['sneezing', 'sneeze']",2
['grandparents'],2
['slow motion'],2
['toscana'],2
['titanic'],2
